Estatisticas:
Numero de swaps por vetor	Numero total de chamadas recursivas	Tempo de execucao
122					379					0.0
248					703					0.0
374					1225					0.0
500					1658					0.0
682					2686					0.0
1946					8206					0.0
3228					13836					0.015625
4498					19666					0.0
5766					25995					0.0
7702					50802					0.0
20384					138417					0.03125
33066					234080					0.03125
45640					322026					0.03125
58286					403804					0.03125
78088					1138913					0.140625
