Estatisticas:
Numero de swaps por vetor	Numero total de chamadas recursivas	Tempo de execucao
198					144					0.0
396					290					0.0
594					437					0.0
792					584					0.0
990					871					0.0
2988					2363					0.015625
4986					3860					0.0
6984					5354					0.0
8982					6844					0.0
10980					10427					0.0
30978					25460					0.03125
50976					40451					0.015625
70974					55373					0.03125
90972					70398					0.03125
110970					114012					0.015625
