Estatisticas:
Numero de swaps por vetor	Numero total de chamadas recursivas	Tempo de execucao
126					72					0.0
244					268					0.0
368					353					0.0
478					610					0.0
660					832					0.0
1682					1808					0.0
2702					4028					0.0
3862					5076					0.0
5012					8906					0.0
6948					12152					0.0
18756					20342					0.015625
30566					41480					0.03125
42232					53800					0.015625
53686					105567					0.03125
73488					145647					0.078125
