Estatisticas:
Numero de swaps por vetor	Numero total de chamadas recursivas	Tempo de execucao
126					345					0.0
252					690					0.0
378					1035					0.0
504					1380					0.015625
686					2457					0.0
1708					7417					0.0
2730					12377					0.0
3752					17337					0.0
4774					22297					0.0
6710					46129					0.0
18518					112550					0.046875
30326					178971					0.046875
42134					245392					0.03125
53942					311813					0.03125
73744					1037419					0.140625
